"Song Name" "Zero Crossing Rate Variance" "Spectral Centroid Mean" "Spectral Centroid Variance" "Spectral Rolloff Mean" "Spectral Rolloff Variance" "Root Mean Square Mean" "File Path" Category "Table Number"
"Yankee Rose" 0.003303001008430622 2749.6277348807375 560164.2904402949 5658.2698578979835 2048650.781883077 0.07783065 media/beach/Yankee_Rose.mp3 beach 400
"Tupelo Honey" 0.0019725426947872437 1852.287181509334 597247.5298148959 4046.880927666084 3917864.346287676 0.12978408 media/beach/Tupelo_Honey.mp3 beach 400
"Last Child" 0.005602175678259349 2825.419088261762 830478.1359858164 5864.679998075308 2825409.456647446 0.11046068 media/beach/Aerosmith___Last_Child__Audio_.mp3 beach 400
"Pink Houses" 0.0027243895676432933 2537.441666758348 458486.30681846855 5324.8398291059875 2014337.3170481862 0.10130194 media/beach/Pink_Houses___John_Cougar_Mellencamp___1983_Vinyl.mp3 beach 400
"Put the Lime in the Coconut - Acoustic" 0.0033181082185384215 1757.778336759289 823358.7776159748 3812.8624715684336 4366367.289863134 0.15773289 media/beach/Put_the_Lime_in_the_Coconut__Acoustic_.mp3 beach 400
"Mustang Sally" 0.005978952160375652 2520.8595729369436 771388.2068082272 5257.339528087337 2606087.347831499 0.16725916 media/beach/Mustang_Sally.mp3 beach 400
"Keep Your Hands to Yourself" 0.0026706389613757897 2499.6478816346967 344854.2430518515 4747.785246287677 1102526.2224701808 0.102959245 media/beach/Georgia_Satellites___Keep_Your_Hands_To_Yourself__Official_Music_Video___HQ_Audio_.mp3 beach 400
"Runnin' Down A Dream" 0.0018578199470044153 2218.645408089767 310231.9182111053 4686.4572407912065 1670500.8591689419 0.061982572 media/beach/Tom_Petty_And_The_Heartbreakers___Runnin__Down_A_Dream__Official_Music_Video_.mp3 beach 400
"Just Like Paradise" 0.0028962387967229764 2846.7843549949416 375287.73979053233 5655.080522871409 1229536.5776886994 0.18452454 media/beach/David_Lee_Roth___Just_Like_Paradise__Remastered__HQ.mp3 beach 400
"Hip To Be Square" 0.003028253123483044 2810.181405962253 478189.06514666975 5714.959123293528 1980383.2170369627 0.215209 media/beach/Hip_To_Be_Square.mp3 beach 400
"Summer Nights" 0.004712985121235834 2972.6118708856907 907885.4508590772 6161.07045007818 4119105.5208152225 0.07419217 media/beach/VAN_HALEN____SUMMER_NIGHTS____HQ_AUDIO___REMASTERED___4K_VIDEO.mp3 beach 400
"Here Comes The Sun - Remastered 2009" 0.004265425822652499 2378.434063248491 883340.5352012919 5338.597442329332 3740871.8521309863 0.16258551 media/beach/Here_Comes_The_Sun__2019_Mix_.mp3 beach 400
"Paradise City" 0.0010629029821232446 2566.295275274752 172924.77125680775 5060.112609254842 817585.350879047 0.19251876 media/beach/Paradise_City___Guns_N__Roses.mp3 beach 400
"Cabo Wabo" 0.005043689301943915 3314.48366149714 559403.0692676367 6365.873059279374 2072694.2262491847 0.07789526 media/beach/Cabo_Wabo.mp3 beach 400
"Gimme Shelter" 0.0008497809880710824 1899.6704059571996 234718.15504455395 4010.348970394843 1543733.6365956408 0.1855477 media/beach/Gimme_Shelter__Remastered_2019_.mp3 beach 400
"Tin Cup Chalice" 0.0022335913861816 1837.3015482817132 487639.9048594855 3918.8184530095687 2313349.360921928 0.079344824 media/beach/Tin_Cup_Chalice.mp3 beach 400
"Blue Sky" 0.00036854861649974764 1344.05901596921 116450.46744170421 2730.2951435366463 819049.9007787053 0.14333943 media/beach/Blue_Sky.mp3 beach 400
"Werewolves of London" 0.0023991187842170142 2237.588974404637 553820.8179343124 4799.849538159426 2431039.6383397738 0.16546029 media/beach/Warren_Zevon___Werewolves_of_London__Official_Audio_.mp3 beach 400
"Night Moves" 0.0022045373386157395 1761.6814708614663 510372.992238413 3639.9810856177714 2900481.376231948 0.18698777 media/beach/Night_Moves__Remastered_2011_.mp3 beach 400
"I Still Haven't Found What I'm Looking For" 0.0009349969034345388 1854.5066507973622 250299.4565502124 3953.3502434374736 1211486.448051297 0.23772012 media/beach/I_Still_Haven_t_Found_What_I_m_Looking_For.mp3 beach 400
"Little Deuce Coupe - Remastered 2001" 0.0031637420210292233 2747.12387422264 482342.474893594 5752.574389210338 1798433.256205228 0.118109606 media/beach/Little_Deuce_Coupe__Remastered_2001_.mp3 beach 400
"On The Dark Side" 0.0030495283047223157 2631.770669698448 433223.6822399806 5151.75556917803 1670324.7399048947 0.09469093 media/beach/John_Cafferty___The_Beaver_Brown_Band___On_the_Dark_Side__Video_.mp3 beach 400
"Dancing In the Dark" 0.0027895071326230927 2710.7399961217175 346968.468513093 5575.5125216739025 1366616.3248069058 0.122897305 media/beach/Bruce_Springsteen___Dancing_In_the_Dark__Official_Video_.mp3 beach 400
"I Won't Back Down" 0.003075399906148414 2421.1061602937993 670781.6515667527 5353.986299409982 2979698.900963922 0.08181814 media/beach/Tom_Petty__I_Won_t_Back_Down.mp3 beach 400
"Start Me Up - Remastered 2009" 0.0021873138857251874 2426.452513876302 377171.7702042109 4808.914206525405 2070332.8309966915 0.22349042 media/beach/Start_Me_Up__Remastered_2009_.mp3 beach 400
"You Don't Know How It Feels" 0.005298348518614042 2907.0013174573073 1056361.6325047328 6441.134755728203 4111732.950010791 0.11002588 media/beach/Tom_Petty___You_Don_t_Know_How_It_Feels__Official_Music_Video_.mp3 beach 400
"(Oh) Pretty Woman - 2015 Remaster" 0.0022381505337087867 2857.498661664369 258610.5542170236 6262.762891885589 942749.8641076685 0.32235473 media/beach/_Oh__Pretty_Woman__2015_Remaster_.mp3 beach 400
"Sweet Child O' Mine" 0.002098604820872229 2388.864681134752 440704.6610519366 4788.838817940249 1919765.5749637778 0.075528964 media/beach/Guns_N__Roses___Sweet_Child_O__Mine__Official_Music_Video_.mp3 beach 400
"Lovin' Every Minute of It" 0.002219928604604415 2723.6718924154575 364377.2042145974 5447.327911646843 1684231.3248329517 0.06921233 media/beach/Loverboy____Lovin__Every_Minute_Of_It.mp3 beach 400
"Pepas - Robin Schulz Remix" 0.005795803665729099 2614.588331742149 865670.0514276439 5714.241461280311 3237143.3557129814 0.28223836 media/club/Farruko___Robin_Schulz___Pepas__Robin_Schulz_Remix_.mp3 club 401
"Funky Friday" 0.013575927880540769 2406.558895448968 2526990.891340079 4874.253341791879 8575919.778562034 0.22711797 media/club/Dave___Funky_Friday__ft._Fredo_.mp3 club 401
Kilometre 0.0044311731610535525 2984.343439291149 941246.6799520476 6420.843043443914 2959852.5469373255 0.2237396 media/club/Burna_Boy___Kilometre__Official_Audio_.mp3 club 401
"Stamp on the Ground - Radio Edit" 0.0041318718120748705 2478.613977728436 1008042.9693746321 5501.070430360991 5061502.121395115 0.20873812 media/club/Stamp_On_The_Ground.mp3 club 401
Body 0.005199608365198086 2541.0094477897983 1131905.1228727459 5857.594810931032 4860834.333568476 0.365964 media/club/Megan_Thee_Stallion___Body__Official_Video_.mp3 club 401
"Tony & Elvira" 0.007039531420445147 2483.0556282292823 1441752.4178152992 5307.4960722128035 5518520.4902390605 0.15784231 media/club/Adel_ft_Dree_Low___Tony___Elvira__Official_Video_.mp3 club 401
SWISH 0.002293179591093278 1946.0646290338195 1071317.401537679 4201.689721315299 6116712.186422361 0.31715798 media/club/Tyga___SWISH__Official_Music_Video_.mp3 club 401
Fever 0.0037737932897223964 2018.8853050965026 1185967.2321021429 4500.586137069993 6317596.071514309 0.2935449 media/club/Fever.mp3 club 401
"Low (feat. T-Pain)" 0.0041033861722825195 2324.4031910493068 878490.3918833827 4967.541654943856 3894751.272844464 0.16533631 media/club/Flo_Rida___Low__feat._T_Pain___from_Step_Up_2_The_Streets_O.S.T.___Mail_On_Sunday___Official_Video_.mp3 club 401
Hoodparty 0.002181789940809191 2017.0888584563709 766541.7591665394 4477.006452193428 3868838.640789787 0.21548481 media/club/DREE_LOW_FEAT._BLIZZY___HOODPARTY.mp3 club 401
Temperature 0.004291213132574376 2470.1638691340518 1023078.4744877042 4760.186362614507 3994229.5032164417 0.2073045 media/club/Sean_Paul___Temperature__Audio_.mp3 club 401
Ayo 0.005723387660311738 2493.8339389283847 1134988.856643694 5209.907498715994 4771785.822016689 0.20006065 media/club/Chris_Brown__Tyga___Ayo__Audio_.mp3 club 401
"Bitch Better Have My Money" 0.0031391566042289236 2286.6508262613706 818160.5700962807 4824.843870946133 4225132.274840923 0.25701293 media/club/Rihanna___Bitch_Better_Have_My_Money__Audio_.mp3 club 401
"On The Floor - Radio Edit" 0.003191399456573383 2003.4563677396952 959597.384862533 4292.205382790027 4510490.399757334 0.10462947 media/club/Jennifer_Lopez___On_The_Floor_ft._Pitbull.mp3 club 401
"Hotel Room Service" 0.006873812741442125 2438.4192732433503 927866.2145202557 5267.7325001668205 3860622.8685964327 0.21088652 media/club/Pitbull___Hotel_Room_Service__Lyrics_.mp3 club 401
"2 Cups (feat. Popcaan, Fredo & Tory Lanez)" 0.008227690141162211 2675.0703912679974 878483.6963692982 5865.248868153711 2972347.4462475535 0.1830992 media/club/Fredo_x_Popcaan_x_Tory_Lanez___StayFleeGetLizzy____2_Cups__Music_Video____GRM_Daily.mp3 club 401
"Turn Me On" 0.003183396296283831 2872.4419224648036 611556.9221019683 6235.009300837789 2076343.0685899407 0.17887628 media/club/Kevin_Lyttle___Turn_Me_On__HD_.mp3 club 401
"Hela natten (feat. Lamix)" 0.002971579346649344 2387.815300080455 664235.6300621254 5140.980451807395 3150655.8577616243 0.1699662 media/club/Adinatoor_ft._LamiX___Hela_Natten__unofficial_music_video_.mp3 club 401
"Blah Blah Blah" 0.004892695582684488 2607.0869684447425 934522.3013530946 5600.392650978363 4240300.624300021 0.23229994 media/club/Armin_van_Buuren___Blah_Blah_Blah__Official_Lyric_Video_.mp3 club 401
"Down On Me" 0.0037405199558113835 2588.0034209762575 1059049.6009774632 5810.685566247746 4737510.297196852 0.09944352 media/club/Jeremih___Down_On_Me_ft._50_Cent.mp3 club 401
"Sista minuten" 0.0026344879855782293 2299.2007688578574 453718.4191159168 4917.992166647375 2351752.9144435218 0.1649012 media/club/Medina_Sista_minuten.mp3 club 401
"Do Like That" 0.005225437031708207 1918.853873097421 1720100.310437554 3971.3690489036603 8601316.77903469 0.21434267 media/club/Korede_Bello___Do_Like_That.mp3 club 401
"Sexy Bitch (feat. Akon)" 0.010430573895871507 2570.2941038323634 1752635.7014364537 5703.972395748542 6746456.319679829 0.3342803 media/club/David_Guetta___Sexy_B_itch__feat._Akon____Lyrics.mp3 club 401
"Kan Inte Gå" 0.006775411383682829 2416.2462350262804 1070643.8692800582 5269.524774613269 3992315.050831348 0.17595078 media/club/Kan_Inte_G_.mp3 club 401
MEDVETSLÖS 0.0037704176410974896 1692.5702404063848 963252.3061171942 3527.5001394041133 5248420.55535465 0.13805208 media/club/LOAM___MEDVETSL_S____Officiell_Video.mp3 club 401
"Munch (Feelin’ U)" 0.005780779446128396 2195.1286853709607 2023166.1336021011 4522.545324024777 8297748.641347347 0.1946382 media/club/Ice_Spice___Munch__Feelin__U___Official_Music_Video_.mp3 club 401
"Red Nose" 0.005053809609910643 2380.661726755258 1801023.1138042156 5267.506782812329 9062336.137164786 0.26195654 media/club/Red_Nose.mp3 club 401
"It’s My Birthday" 0.004123847980516986 2681.8856517467543 750953.5956911267 6156.650277696517 2543337.909164448 0.2738763 media/club/Will.I.Am_feat._Cody_Wise___It_s_my_Birthday__Official_Audio_.mp3 club 401
"ICY GRL" 0.017959912889330375 3084.5633505941655 2398119.140566378 6308.087495844415 6998512.554477232 0.25263366 media/club/Saweetie___Icy_Grl__Official_Lyrics_Video_.mp3 club 401
"Sadi Gali" 0.0042823082541981325 2376.735971665403 472773.65275169804 4937.1611436765015 1877780.355860375 0.29034013 media/club/Sadi_Gali__Lehmber_Hussainpuri__Tanu_Weds_Manu__2011____Full_Song.mp3 club 401
Shots 0.009831960096556234 3076.1598820591594 1090728.5657315615 6463.228183942996 2906892.441940463 0.34519824 media/club/LMFAO___Shots__Feat._Lil_Jon___Audio_.mp3 club 401
"Rave i mitt garage" 0.007163559888407991 3127.7925230317787 967527.2113725237 6607.572051795288 3834733.372470415 0.17472234 media/club/Rave_i_mitt_garage.mp3 club 401
"16 Shots" 0.0038154023720180074 2276.53885730775 780366.9011971304 4809.710110782556 3335035.417904289 0.238785 media/club/16_Shots___Stefflon_Don.mp3 club 401
Gasolina 0.002891435160521268 2510.9079889175555 446284.59971363115 5588.777380834652 2117670.055489249 0.17133574 media/club/Gasolina.mp3 club 401
"How Deep Is Your Love" 0.005317148432719434 2527.2436208976183 756712.9176563865 5306.55731021304 3009819.7230577935 0.2489271 media/club/Calvin_Harris___Disciples___How_Deep_Is_Your_Love__Audio_.mp3 club 401
Starships 0.005335393674407603 3343.301496513482 540723.8871446296 6856.6409479729355 2016022.7921007753 0.25443155 media/club/Starships.mp3 club 401
"In My Feelings" 0.006340759150894478 2022.7037943315813 1511985.1815694424 4322.961443989053 6739111.7729216125 0.2836462 media/club/In_My_Feelings.mp3 club 401
"Trakten min" 0.004602784662046874 1962.4249048395627 1024810.4759746752 4129.307201241659 4772516.615606117 0.27925494 media/club/YASIN_BYN___TRAKTEN__OFFICIELL_VIDEO_.mp3 club 401
"Smack That" 0.008071937416785541 2643.8683910820155 1226007.068028604 5574.548343224263 4121100.3151897895 0.21075507 media/club/Akon___Smack_That__Official_Music_Video__ft._Eminem.mp3 club 401
"Man's Not Hot" 0.01498204400158221 2895.8199932165076 2005776.2990485497 5864.202109150503 5866360.14790782 0.11481202 media/club/Big_Shaq____Man_s_Not_Hot_Lyrics.mp3 club 401
"Vamos a la Playa" 0.006696600863442689 3218.880455400968 609603.70403188 6704.350430482614 1754333.3705513617 0.2456121 media/club/Vamos_a_la_Playa__Radio_Edit_.mp3 club 401
"Don't You Worry Child - Radio Edit" 0.0045048365941668285 2492.347917580108 823178.0535282412 5165.551901612606 3725379.491934425 0.26185682 media/club/Don_t_You_Worry_Child__Radio_Edit_.mp3 club 401
"Policeman (feat. Konshens) - Radio Edit" 0.004998290268901968 2813.6554514245017 651577.3284071072 5970.692233102813 3142574.0331395646 0.32980928 media/club/Eva_Simons_ft._Konshens___Policeman__lyric_video_.mp3 club 401
Monalisa 0.0026626414304599354 2281.9250108889137 768961.1939979137 5457.5203917391345 3921729.9473765013 0.26846373 media/club/MONALISA____LOJAY_X_SARZ_X_CHRIS_BROWN.mp3 club 401
"Danza Kuduro (feat. Don Omar)" 0.0048556449522902095 2726.3982296634995 705916.6378773488 5981.976799549404 2554931.901803944 0.2124717 media/club/Don_Omar___Danza_Kuduro_ft._Lucenzo.mp3 club 401
"Miss Fatty" 0.006270197632607752 2347.338004730734 1504061.1688849197 5169.389744104262 6902772.6664856775 0.253579 media/club/Miss_Fatty.mp3 club 401
"Mr. Saxobeat - Radio Edit" 0.004167534075521669 3019.824978937018 589550.4323153337 6602.865458515653 1941665.2484362 0.2492171 media/club/Alexandra_Stan___Mr._Saxobeat__Radio_Edit___Audio_.mp3 club 401
Forever 0.002305902959225573 2045.5482346478361 482764.7366862302 4219.496808952374 2628289.259618208 0.28180727 media/club/Forever.mp3 club 401
"Everytime We Touch - Fallen Superhero Remix" 0.006430030915250677 3295.3199916919807 638631.7528717725 6749.682580884061 1950705.2946914956 0.37067378 media/club/Cascada___Everytime_We_Touch__Fallen_Superhero_Remix_.mp3 club 401
"Hips Don't Lie (feat. Wyclef Jean)" 0.004633345066294663 2467.2365135243904 618579.4412844843 5044.159707255747 1966012.7888866577 0.2099425 media/club/Shakira___Hips_Don_t_Lie__Lyrics__ft._Wyclef_Jean.mp3 club 401
"Who Told You (feat. Drake)" 0.005911501465190568 2422.147200146233 1457959.4141511053 5094.340160472973 5483551.766055549 0.25876716 media/club/J_Hus___Who_Told_You__Official_Audio__ft._Drake.mp3 club 401
"Crank That (Soulja Boy)" 0.004623302780772059 2571.428116056282 846418.1425348113 5343.818361418232 2833836.8376375204 0.3632979 media/club/Soulja_Boy___Crank_That__Audio_.mp3 club 401
"Wiggle (feat. Snoop Dogg)" 0.007456991438770756 2795.102717059478 1396068.5062885855 5970.1352929079685 5182545.66728879 0.207972 media/club/Jason_Derulo___Wiggle_feat._Snoop_Dogg__Official_Music_Video_.mp3 club 401
"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit" 0.011288615345650593 2968.235903960495 1376204.1601355723 6103.530578012147 4190692.31730558 0.26576295 media/club/Riton_x_Nightcrawlers___Friday_ft._Mufasa___Hypeman__Dopamine_Re_edit___Official_Video_.mp3 club 401
"Freaks - Radio Edit" 0.008041073222140298 2732.659262060697 1161329.8841397567 5542.516845411749 4318462.331528223 0.18861367 media/club/Timmy_Trumpet_Freaks__Radio_Edit_.mp3 club 401
"Just Wanna Rock" 0.00796838441068193 2544.4858443929475 1220106.338304851 5603.148294151376 5049284.18355672 0.31179503 media/club/Lil_Uzi_Vert___Just_Wanna_Rock__Official_Visualizer_.mp3 club 401
"Bruk Off Yuh Back (feat. Chris Brown)" 0.005096042990349976 2411.0888708582133 928493.2219077804 5273.99101939569 5067051.110344201 0.32354215 media/club/Konshens_x_Chris_Brown___Bruk_Off_Yuh_Back__Official_Audio_.mp3 club 401
"Ni**as In Paris" 0.005451831401490712 2278.9969182469763 1075731.6708072808 4721.68729976435 4662745.929152453 0.25579 media/club/Jay_Z___Kanye_West___Niggas_in_Paris___Watch_the_Throne.mp3 club 401
Mikrofonkåt 0.006428399883327306 2644.8879272527147 887767.4220065307 5823.501704093411 3633886.123709227 0.23425058 media/club/September_mikrofonk_t.mp3 club 401
"Fan va bra" 0.003118903089812938 2291.748877243215 763167.7182537178 4758.358128202934 3361468.6283174856 0.19649233 media/club/Jakob_Karlberg___Fan_va_bra.mp3 club 401
"Give Me Everything (feat. Nayer)" 0.004623535067828048 2618.3408693494093 693945.6883329622 5525.893952719731 2941705.819691815 0.07364602 media/club/Pitbull___Give_Me_Everything_ft._Ne_Yo__Afrojack__Nayer.mp3 club 401
"In Da Club" 0.006100993552578951 2257.4501596284363 1134074.8874790096 4629.500406588491 4463305.113282582 0.27037427 media/club/In_Da_Club.mp3 club 401
"Pon de Replay" 0.005549486304995905 2873.375708877216 1047965.9455523561 6435.76658356964 3747901.2140935604 0.30212164 media/club/Rihanna___Pon_de_Replay__Audio_.mp3 club 401
"I Gotta Feeling" 0.0029282479510167984 2456.1028759969627 471566.5988573025 5197.246745236189 2130303.057227266 0.21201143 media/club/Black_Eyed_Peas___I_Gotta_Feeling__Audio_.mp3 club 401
"Fireball (feat. John Ryan)" 0.004842081317139637 2612.5487031496723 971125.7292312485 5580.498283140121 3915968.878997662 0.09983759 media/club/Pitbull___Fireball__Official_Video__ft._John_Ryan.mp3 club 401
"Birthday Bitch" 0.0045751403435870495 2268.525530781308 1150452.7342195485 5226.184353298611 6272924.295759791 0.26214072 media/club/Trap_Beckham___Birthday_Bitch__Audio_.mp3 club 401
"Single Ladies (Put a Ring on It)" 0.004654227144038156 2604.8720400638276 610288.8945681944 5451.748475377505 2211184.4288824922 0.24200474 media/club/Beyonc____Single_Ladies__Put_A_Ring_On_It___Official_Audio_.mp3 club 401
"just wanna rock - Sped Up Version" 0.003962162894928364 1814.353748725758 830643.6858829802 3898.9991081497224 4447994.426043385 0.18152261 media/club/sped_up_nightcore___just_wanna_rock__Lil_Uzi_Vert___Sped_Up_Version_.mp3 club 401
"Step Up" 0.0045653063505767 2719.1048598230545 672938.1967077424 5805.857769450638 2253168.915875794 0.20511097 media/club/Darin___Step_Up__HIGH_QUALITY___HQ_.mp3 club 401
"Loyal (feat. Lil Wayne & Tyga)" 0.00548274449442971 2083.2178003949675 1208824.6656339385 4524.217508855732 5802268.13688898 0.18523873 media/club/Chris_Brown___Loyal__Official_Video__ft._Lil_Wayne__Tyga.mp3 club 401
"Candy Shop" 0.004833326917648868 2171.026397661858 1043090.854410768 4425.01647415144 4367489.753946464 0.16076778 media/club/Candy_Shop.mp3 club 401
"Trap Queen" 0.008833319553288466 3216.682301371216 942423.3697600957 6557.85990641744 2137385.88612543 0.24392428 media/club/Fetty_Wap___Trap_Queen__Audio_.mp3 club 401
"Jag kommer" 0.005839230079426461 2200.758808956661 865194.936502204 4582.6722701208555 3700535.878241739 0.21366684 media/club/Jag_kommer.mp3 club 401
"Välkommen in" 0.0035043055715278707 1917.144400838537 542481.4282817893 3741.4328733350408 2407865.1378707853 0.21094759 media/club/V_lkommen_in.mp3 club 401
"679 (feat. Remy Boyz)" 0.006293331287799685 2449.168154477098 1011845.3601894696 5118.018504909275 4032724.6823138045 0.24541987 media/club/Fetty_Wap___679__feat._Remy_Boyz___Official_Audio_.mp3 club 401
"Pour It Up" 0.003613089507850164 2225.1648466613824 1098996.4316299262 5252.886227527297 6255592.844491531 0.2634309 media/club/Rihanna___Pour_It_Up__Audio_.mp3 club 401
"Yeah! (feat. Lil Jon & Ludacris)" 0.015561922715486818 3483.077857227596 1142823.86756463 6994.062655991806 2073846.8656981974 0.18074873 media/club/Usher___Yeah___Official_Video__ft._Lil_Jon__Ludacris.mp3 club 401
"I Know You Want Me (Calle Ocho)" 0.005093394757793068 2583.2455776347124 700643.3831371214 5328.4781960880055 3070644.8847502293 0.16914377 media/club/I_Know_You_Want_Me__Calle_Ocho_.mp3 club 401
"Levels - Radio Edit" 0.005041585510299228 2852.857807581971 705254.9079948892 5918.127009050498 2916507.051426665 0.20554745 media/club/Levels__Radio_Edit_.mp3 club 401
"Club Banger" 0.01515330849441665 2300.6277442927753 2280510.324469058 5100.367146214628 9157360.342968257 0.25846472 media/club/Donzo_x_mitchi___Club_Banger__BASS_BOOSTED_.mp3 club 401
"Teach Me How to Dougie" 0.0020113568532574766 1807.0088855045165 954894.2641235787 3772.681189198768 4644636.550957427 0.26598206 media/club/Teach_Me_How_to_Dougie.mp3 club 401
"International Love (feat. Chris Brown)" 0.0048534955774429634 2690.706552757825 974948.5328938689 5794.264146601756 3845519.751263005 0.22504291 media/club/Pitbull___International_Love__Official_Video__ft._Chris_Brown.mp3 club 401
"Disco Inferno" 0.00812555574689491 2316.782422386222 1386988.269846889 4764.419406942921 5178843.181426061 0.23768422 media/club/50_Cent_____Disco_Inferno__Explicit_.mp3 club 401
"Losing It" 0.014206698376180379 2657.800578744857 1841658.2209113436 5316.284692540087 5522858.327171551 0.2483286 media/club/FISHER___Losing_It__Official_Audio_.mp3 club 401
"Up Down (Do This All Day) (feat. B.o.B)" 0.004398455186065359 2513.5048296653113 870588.3356824871 5460.8245849609375 3944583.751460537 0.1998819 media/club/T_Pain___Up_Down__Do_This_All_Day___Audio__ft._B.o.B.mp3 club 401
"Afro Trap Pt. 4 (Fais le mouv)" 0.010941122669502144 2877.418365060652 1182848.9333461355 6028.205140014738 3546536.837968863 0.20761044 media/club/MHD___AFRO_TRAP_Part.4__Fais_le_mouv_.mp3 club 401
"Alors On Danse - Radio Edit" 0.004353560586092076 2372.649637458877 763200.5034302997 5040.541067437248 3032598.5839274456 0.14759687 media/club/Stromae___Alors_On_Danse__Radio_Edit___Audio_HQ_.mp3 club 401
FÖRSENT 0.0051199377199667535 2146.6547279088118 956340.0501081581 4505.003362343233 4206403.481346513 0.24637546 media/club/1.Cuz_x_Greekazo___F_RSENT__OFFICIAL_MUSIC_VIDEO_.mp3 club 401
"Afro Trap Pt. 7 (La puissance)" 0.014173544841104672 2857.6981692982426 1956647.39618293 5912.568850732292 6311005.309310871 0.24477042 media/club/MHD___AFRO_TRAP_Part.7__La_Puissance_.mp3 club 401
"Give It Up to Me" 0.002280913858914436 2315.2524638757905 1095727.945970224 4948.625429545223 6027003.0612744065 0.25911188 media/club/Give_It_Up_to_Me.mp3 club 401
"Dansa Pausa" 0.004546935492952729 2821.4067195366097 807655.5378181079 6201.836155800924 2591889.876495504 0.08529666 media/club/Panetoz___Dansa_Pausa__Official_Music_Video_.mp3 club 401
Work 0.005817691272540381 2414.881669911501 1401628.2349115766 5189.664257875592 5726150.493217123 0.25952938 media/club/Rihanna___Work_ft._Drake.mp3 club 401
Dior 0.011645012941803251 3042.557678714616 1722449.4918521857 6123.506660514641 4938789.306258214 0.2511337 media/club/Pop_Smoke___Dior__Official_Audio_.mp3 club 401
"Hotel (feat. Chris Brown)" 0.006598757849360766 2563.7102356275286 1185483.3072909755 5719.991148969478 4764999.225568314 0.21995845 media/club/Kid_Ink___Hotel__Official_Audio__ft._Chris_Brown.mp3 club 401
"Mi Gente (feat. Beyoncé)" 0.0052715241359713476 2742.7259859790515 917649.8276133521 6045.339693306588 4239492.846254989 0.23311977 media/club/J_Balvin__Willy_William___Mi_Gente_ft._Beyonc_.mp3 club 401
"Where Them Girls At (feat. Nicki Minaj & Flo Rida)" 0.005965783193828953 2739.5159388945613 896035.5378938549 5641.9476872431205 4196189.222261698 0.08969501 media/club/David_Guetta___Where_Them_Girls_At_ft._Nicki_Minaj__Flo_Rida__Official_Video_.mp3 club 401
Caramelldansen 0.005919264488931108 3328.3039137759456 621831.189732127 6805.739102220624 1782742.2468424838 0.21336877 media/club/Caramella_Girls___Caramelldansen__Swedish___Lyrics_.mp3 club 401
"Fem Komma Tvåan" 0.002562682665131565 2180.1685720822643 602955.6075746431 4731.237068822828 2927743.807238819 0.08666751 media/club/FEM_KOMMA_TVA_AN___LYRIC_VIDEO.mp3 club 401
"E d fest" 0.007295408914801344 2570.5833520400547 1030633.7971297058 5244.805752186497 4218961.062292995 0.31561965 media/club/Anna_Untz___E_D_FEST.mp3 club 401
"Run It! (feat. Juelz Santana)" 0.003631563858327097 2619.7470644179875 1012482.4280094905 5832.529083989257 4413959.392358794 0.1414577 media/club/Chris_Brown___Run_It___Official_HD_Video__ft._Juelz_Santana.mp3 club 401
7/11 0.005039508060078471 2535.3596376361925 1033509.0370193211 5269.2354385166955 4665002.2725333115 0.23576972 media/club/7_11__Beyonce__Audio_.mp3 club 401
"Hands up!" 0.010534491624163983 3506.1667329804322 1032133.3731785455 7256.046231034873 2927728.7831429257 0.24079698 media/club/6arelyhuman___Hands_up__ft._kets4eki__Official_Music_Video_.mp3 club 401
"Beautiful, Dirty, Rich" 0.010934547735747662 3135.747091031266 1048885.5234897616 6310.665119179311 2594122.86418851 0.20886241 media/club/Lady_Gaga___Beautiful__Dirty__Rich.mp3 club 401
Promiscuous 0.004623429071355446 2262.6821509356037 1103953.7140764832 4878.755833158557 4005818.7174862428 0.2577461 media/club/Nelly_Furtado___Promiscuous__Lyric_Video__ft._Timbaland.mp3 club 401
"Naughty Girl" 0.00702463433921609 2808.8727293059037 887398.5680139245 5719.154599202289 3111089.9827087326 0.19432372 media/club/Beyonc____Naughty_Girl__Official_Audio_.mp3 club 401
"Treat Me Like A Slut" 0.010559331770600967 2775.0060001934366 1674436.481587666 6321.094613026561 6778498.21639614 0.3135266 media/club/Kim_Petras___Treat_Me_Like_A_Slut__Audio_.mp3 club 401
"When I Grow Up" 0.008308181357214643 3547.5495345781537 751318.1980993355 7414.729817708333 918878.6220881674 0.28327963 media/club/The_Pussycat_Dolls___When_I_Grow_Up__Audio_.mp3 club 401
LoveGame 0.008088107205335355 2794.693279018651 841305.6553032438 5868.369681031684 2430930.020800394 0.23159079 media/club/Lady_Gaga___LoveGame__Official_Audio_.mp3 club 401
"Lights Down Low (feat. Waka Flocka Flame)" 0.00586096436049595 2800.837544078292 1038014.6440769312 6140.674358865489 4042956.846070526 0.17236583 media/club/Bei_Maejor___Lights_Down_Low__Audio__ft._Waka_Flocka_Flame.mp3 club 401
OHMAMI 0.005351651031454988 2369.68163841764 968198.9765827534 4849.429687799958 3929570.3257570616 0.23108701 media/club/Chase_Atlantic___OHMAMI__Official_Lyric_Video_.mp3 club 401
